State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Maharajganj,"Anandnagar APMC",Onion,Red,FAQ,21/04/2026,900,1100,1000
"West Bengal",Darjeeling,"Siliguri APMC","Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,21/04/2026,11300,11700,11500
"West Bengal",Darjeeling,"Siliguri APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,3000,3500,3200
"West Bengal",Darjeeling,"Siliguri APMC",Ginger(Green),"Green Ginger",FAQ,21/04/2026,5600,6000,5800
"West Bengal",Darjeeling,"Siliguri APMC",Banana,"Banana - Ripe","Grade A",21/04/2026,2000,2200,2100
"West Bengal",Darjeeling,"Siliguri APMC","Black Gram Dal(Urd Dal)","Black Gram Dal",FAQ,21/04/2026,9900,10100,10000
Punjab,Jalandhar,"Jalandhar City(Kartar Pur Dana mandi) APMC",Wheat,Other,FAQ,21/04/2026,2585,2585,2585
Odisha,Sundergarh,"Bonai APMC",Cucumbar(Kheera),Other,FAQ,21/04/2026,2630,2815,2770
Gujarat,Gandhinagar,"Dehgam(Rekhiyal) APMC",Paddy(Common),Other,FAQ,21/04/2026,1625,2300,1962
Kerala,Kozhikode(Calicut),"Quilandy APMC",Cauliflower,Other,FAQ,21/04/2026,2800,3000,3000
Kerala,Kozhikode(Calicut),"Quilandy APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,3800,4000,3800
Kerala,Kozhikode(Calicut),"Quilandy APMC",Beetroot,Other,FAQ,21/04/2026,5400,5500,5400
Kerala,Kozhikode(Calicut),"Quilandy APMC","Cluster beans",Other,FAQ,21/04/2026,3400,3500,3500
Punjab,Tarntaran,"Tarantaran APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,1300,1300,1300
Haryana,Panipat,"Samalkha APMC","Bitter gourd","Bitter Gourd",FAQ,21/04/2026,2000,2000,2000
Haryana,Panipat,"Samalkha APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,3000,3000,3000
"West Bengal",Puruliya,"Balarampur APMC","Bhindi(Ladies Finger)",Other,Local,21/04/2026,2000,2500,2200
"West Bengal",Puruliya,"Balarampur APMC","Mustard Oil",Other,FAQ,21/04/2026,19200,19800,19500
"West Bengal",Puruliya,"Balarampur APMC",Cabbage,Cabbage,Local,21/04/2026,1000,1500,1200
"Himachal Pradesh",Una,"SMY Santoshgarh",Cauliflower,Cauliflower,FAQ,21/04/2026,2400,2400,2400
"Himachal Pradesh",Una,"SMY Santoshgarh","Bitter gourd","Bitter Gourd",FAQ,21/04/2026,2400,2400,2400
"Himachal Pradesh",Una,"SMY Santoshgarh",Guava,Guava,"Grade A",21/04/2026,6700,6700,6700
"Himachal Pradesh",Una,"SMY Santoshgarh",Tomato,Tomato,FAQ,21/04/2026,2800,3000,2900
"Himachal Pradesh",Una,"SMY Santoshgarh","Karbuja(Musk Melon)",Karbhuja,"Grade A",21/04/2026,2500,2500,2500
"West Bengal",Jhargram,"Jhargram APMC",Brinjal,Other,FAQ,21/04/2026,3200,3600,3400
"West Bengal",Jhargram,"Jhargram APMC","Green Chilli",Other,FAQ,21/04/2026,5400,5800,5600
"West Bengal",Jhargram,"Jhargram APMC",Carrot,Other,FAQ,21/04/2026,3000,3400,3200
"West Bengal",Jhargram,"Jhargram APMC",Cabbage,Other,FAQ,21/04/2026,1700,2000,1800
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Pumpkin,Pumpkin,Medium,21/04/2026,1360,1460,1410
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Tomato,Hybrid,Medium,21/04/2026,1270,1370,1320
"Uttar Pradesh",Etawah,"Jasvantnagar APMC","Green Chilli","Green Chilly",Medium,21/04/2026,2620,2720,2670
"Uttar Pradesh",Etawah,"Jasvantnagar APMC","Mousambi(Sweet Lime)",Mousambi,Medium,21/04/2026,3460,3560,3510
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Grapes,Green,Medium,21/04/2026,6810,6910,6860
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Cabbage,Cabbage,Medium,21/04/2026,1470,1570,1520
"Uttar Pradesh",Etawah,"Jasvantnagar APMC","Bhindi(Ladies Finger)",Bhindi,Medium,21/04/2026,2460,2560,2510
Odisha,Balasore,"Nilagiri APMC",Brinjal,Other,Local,21/04/2026,1300,1400,1350
Odisha,Balasore,"Nilagiri APMC",Pumpkin,Other,Local,21/04/2026,1100,1200,1150
Odisha,Dhenkanal,"Hindol APMC",Onion,Other,"Grade B",21/04/2026,1700,2000,1800
Odisha,Dhenkanal,"Hindol APMC",Cabbage,Cabbage,"Grade B",21/04/2026,2300,2500,2400
"West Bengal",Hooghly,"Kalipur APMC","Sweet Pumpkin","Sweet Pumpkin",FAQ,21/04/2026,1600,1700,1600
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC","Water Melon",Other,Medium,21/04/2026,2500,5000,3500
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Amaranthus,Other,FAQ,21/04/2026,2000,4000,3000
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Raddish,Other,FAQ,21/04/2026,1500,3000,2000
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC","Bottle gourd",Other,FAQ,21/04/2026,2500,5000,3500
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Cauliflower,Other,FAQ,21/04/2026,5000,10000,7000
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Tapioca,Other,FAQ,21/04/2026,3000,6000,4500
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Snakeguard,Other,FAQ,21/04/2026,2500,5000,3500
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC","Sweet Potato",Other,FAQ,21/04/2026,3000,6000,4500
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Turmeric,Other,FAQ,21/04/2026,20000,30000,25000
Punjab,Tarntaran,"Harike APMC",Tinda,Tinda,FAQ,21/04/2026,1700,1800,1750
"West Bengal",Medinipur(W),"Garbeta(Medinipur) APMC",Onion,Onion,FAQ,21/04/2026,1400,1500,1450
"West Bengal",Medinipur(W),"Garbeta(Medinipur) APMC",Potato,Jyoti,FAQ,21/04/2026,500,520,510
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs) APMC",Fish,Katla(Big),FAQ,21/04/2026,14000,15000,14500
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs) APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,4600,5000,4800
Kerala,Thiruvananthapuram,"Kunnathukkal VFPCK APMC",Banana,"Red Banana","Grade A",21/04/2026,4500,4500,4500
Punjab,Ludhiana,"Sidhwan Bet (Lodhiwala) APMC",Wheat,Other,"Grade Range-1",21/04/2026,2585,2585,2585
Telangana,Mahbubnagar,"Sathupally APMC",Maize,Hybrid/Local,Non-FAQ,21/04/2026,2200,2400,2300
"Madhya Pradesh",Dewas,"Dewas(F&V) APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,1000,1600,1200
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Chikoos(Sapota),Other,"Grade A",21/04/2026,2000,3000,2800
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Tinda,Tinda,Local,21/04/2026,2500,3000,2800
"Madhya Pradesh",Ujjain,"Ujjain(F&V) APMC","Bottle gourd","Bottle Gourd",Medium,21/04/2026,873,873,873
"Madhya Pradesh",Ujjain,"Ujjain(F&V) APMC",Brinjal,Brinjal,Medium,21/04/2026,937,937,937
"Madhya Pradesh",Ujjain,"Ujjain(F&V) APMC",Ginger(Green),"Green Ginger",Medium,21/04/2026,2128,2128,2128
"Madhya Pradesh",Ujjain,"Ujjain(F&V) APMC","Bhindi(Ladies Finger)",Bhindi,Medium,21/04/2026,1641,1641,1641
"Madhya Pradesh",Ujjain,"Ujjain(F&V) APMC","Sponge gourd","Sponge gourd",Medium,21/04/2026,1779,1779,1779
Gujarat,Banaskanth,"Dhanera APMC","Bajra(Pearl Millet/Cumbu)",Hybrid,Local,21/04/2026,2000,2630,2365
Gujarat,Banaskanth,"Dhanera APMC","Cummin Seed(Jeera)","Cummin Seed(Jeera)",Local,21/04/2026,13625,20275,17450
Gujarat,Banaskanth,"Dhanera APMC",Rajgir,Rajgir,Local,21/04/2026,8400,9055,8760
Gujarat,Mehsana,"Visnagar APMC","Castor Seed",Other,Local,21/04/2026,6000,6400,6200
Gujarat,Mehsana,"Visnagar APMC",Wheat,Other,Local,21/04/2026,2000,2550,2275
Odisha,Mayurbhanja,"Narasinghpur APMC",Brinjal,Brinjal,Local,21/04/2026,3000,4000,3500
Gujarat,Sabarkantha,"Talod APMC","Guar Seed(Cluster Beans Seed)",Other,FAQ,21/04/2026,4250,5260,4755
Gujarat,Sabarkantha,"Talod APMC","Bengal Gram(Gram)(Whole)",999,FAQ,21/04/2026,5000,5200,5100
Gujarat,Sabarkantha,"Talod APMC","Castor Seed",Other,FAQ,21/04/2026,6225,6425,6325
Odisha,Cuttack,"Banki APMC",Papaya(Raw),Other,Local,21/04/2026,1500,2000,1800
Odisha,Cuttack,"Banki APMC",Pumpkin,Other,Small,21/04/2026,1500,2000,1800
Odisha,Cuttack,"Banki APMC","Banana - Green","Banana - Green",Local,21/04/2026,1000,1500,1200
Odisha,Cuttack,"Banki APMC",Drumstick,Drumstick,Large,21/04/2026,4000,5000,4500
"Himachal Pradesh",Kangra,"PMY Kangra",Pineapple,Other,Medium,21/04/2026,4000,5000,4500
"Himachal Pradesh",Kangra,"PMY Kangra",Lemon,Other,FAQ,21/04/2026,19000,20000,20000
"Himachal Pradesh",Kangra,"PMY Kangra",Guava,Guava,Medium,21/04/2026,7000,8000,7500
"Himachal Pradesh",Kangra,"PMY Kangra","French Beans(Frasbean)",Other,FAQ,21/04/2026,4000,4500,4200
"Himachal Pradesh",Kangra,"PMY Kangra","Water Melon","Water Melon",Medium,21/04/2026,1500,2000,1800
"Himachal Pradesh",Kangra,"PMY Kangra",Potato,Potato,FAQ,21/04/2026,800,1000,900
"Himachal Pradesh",Kangra,"PMY Kangra",Spinach,Spinach,FAQ,21/04/2026,2500,3000,2700
"Himachal Pradesh",Kangra,"PMY Kangra",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,1200,1500,1300
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Brinjal,Brinjal,Medium,21/04/2026,1500,2500,2000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Cauliflower,Cauliflower,Medium,21/04/2026,1000,2000,1500
Haryana,Mahendragarh-Narnaul,"Narnaul APMC","Green Chilli","Green Chilly",Medium,21/04/2026,2000,4000,3000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Chikoos(Sapota),Sapota,Medium,21/04/2026,2000,4000,3000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Cabbage,Cabbage,Medium,21/04/2026,600,1000,800
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Pomegranate,Pomogranate,Medium,21/04/2026,13000,14000,14000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Onion,Onion,Medium,21/04/2026,800,1000,1000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC","Bottle gourd","Bottle Gourd",Medium,21/04/2026,800,1000,1000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Potato,Potato,Medium,21/04/2026,700,800,750
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard) APMC","Cluster beans","Cluster Beans",FAQ,21/04/2026,2405,3465,2935
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard) APMC",Coriander(Leaves),Coriander,FAQ,21/04/2026,1325,2260,1790
Gujarat,Surendranagar,"Chotila APMC","Bengal Gram(Gram)(Whole)",Other,FAQ,21/04/2026,4750,5150,5000
Gujarat,Surendranagar,"Chotila APMC",Wheat,Local,FAQ,21/04/2026,2250,2750,2500
Haryana,Jind,"Narwana APMC","Water Melon","Water Melon",Local,21/04/2026,2000,2000,2000
Haryana,Jind,"Narwana APMC","Mousambi(Sweet Lime)",Mousambi,Local,21/04/2026,4000,4000,4000
"Uttar Pradesh",Raebarelli,"Lalganj APMC","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,800,1000,900
"Uttar Pradesh",Amroha,"Hasanpur APMC",Tomato,Deshi,FAQ,21/04/2026,1850,2020,2000
"Uttar Pradesh",Amroha,"Hasanpur APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,2150,2420,2200
"Uttar Pradesh",Amroha,"Hasanpur APMC",Brinjal,Round/Long,FAQ,21/04/2026,1450,1520,1500
Punjab,Patiala,"Nabha APMC",Cauliflower,Other,"Grade C",21/04/2026,1800,2700,2100
Punjab,Patiala,"Nabha APMC","Karbuja(Musk Melon)",Other,"Grade B",21/04/2026,1400,2300,1700
Punjab,Patiala,"Nabha APMC","Water Melon",Other,"Grade B",21/04/2026,900,1500,1100
Punjab,Patiala,"Nabha APMC",Papaya,Other,"Grade B",21/04/2026,1500,2400,1900
Punjab,Patiala,"Nabha APMC",Cucumbar(Kheera),Other,"Grade C",21/04/2026,400,1000,600
Gujarat,Narmada,"Garudeshwal APMC","Bajra(Pearl Millet/Cumbu)",Deshi,Local,21/04/2026,2550,2550,2550
Karnataka,Shimoga,"Shimoga(Theertahalli) APMC",Arecanut(Betelnut/Supari),Gorabalu,Local,21/04/2026,41500,41500,41500
"Himachal Pradesh",Una,"PMY Una","Karbuja(Musk Melon)",Karbhuja,"Grade A",21/04/2026,2500,3500,3000
"Himachal Pradesh",Una,"PMY Una",Grapes,Black,"Grade A",21/04/2026,9000,10000,9500
"Himachal Pradesh",Una,"PMY Una","Mousambi(Sweet Lime)",Mousambi,"Grade A",21/04/2026,5500,6000,5750
"Himachal Pradesh",Una,"PMY Una","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,4000,5000,4500
"Uttar Pradesh",Shahjahanpur,"Jalalabad APMC",Brinjal,Brinjal,FAQ,21/04/2026,700,800,750
"Uttar Pradesh",Shahjahanpur,"Jalalabad APMC",Pumpkin,Pumpkin,FAQ,21/04/2026,700,800,750
"Uttar Pradesh",Shahjahanpur,"Jalalabad APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,900,1000,950
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC",Gur(Jaggery),Red,FAQ,21/04/2026,4350,4375,4365
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC",Peas(Dry),Peas(Dry),FAQ,21/04/2026,4675,4725,4700
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,1460,1485,1475
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC",Pomegranate,Pomogranate,"Grade B",21/04/2026,7625,7650,7640
"Uttar Pradesh",Saharanpur,"Rampurmaniharan APMC",Cucumbar(Kheera),Cucumbar,"Grade C",21/04/2026,900,900,900
Telangana,Mahbubnagar,"Mahabubnagar(Rythu Bazar) APMC",Cabbage,Cabbage,Local,21/04/2026,2000,2000,2000
Telangana,Mahbubnagar,"Mahabubnagar(Rythu Bazar) APMC",Potato,"Red Nanital",Local,21/04/2026,2000,2000,2000
"Andhra Pradesh","East Godavari","Ravulapelem APMC",Banana,Amruthapani,Local,21/04/2026,2600,3200,2700
"Andhra Pradesh","East Godavari","Ravulapelem APMC",Banana,Chakkarakeli(Red),Local,21/04/2026,3200,3900,3600
"Uttar Pradesh",Bareilly,"Anwala APMC","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,700,700,700
"Uttar Pradesh",Bareilly,"Anwala APMC",Brinjal,Brinjal,FAQ,21/04/2026,1500,1500,1500
"Uttar Pradesh",Bareilly,"Anwala APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,1500,1500,1500
"Uttar Pradesh",Bareilly,"Anwala APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,1200,1200,1200
"Uttar Pradesh",Bareilly,"Anwala APMC",Potato,Potato,FAQ,21/04/2026,500,500,500
Odisha,Bargarh,"Sohela APMC",Tomato,Tomato,"Grade A",21/04/2026,800,1000,900
"Uttar Pradesh",Badaun,"Dataganj APMC",Wheat,Other,FAQ,21/04/2026,2250,2450,2340
"Uttar Pradesh","Siddharth Nagar","Naugarh APMC",Pomegranate,Pomogranate,"Grade A",21/04/2026,8950,8950,8950
"Uttar Pradesh","Siddharth Nagar","Naugarh APMC","Water Melon","Water Melon","Grade B",21/04/2026,1150,1150,1150
Telangana,Medak,"Siddipet(Rythu Bazar) APMC","Bhindi(Ladies Finger)",Bhindi,"Grade A",21/04/2026,1500,2400,2000
Telangana,Medak,"Siddipet(Rythu Bazar) APMC",Potato,"Red Nanital","Grade A",21/04/2026,1400,2200,1800
Telangana,Medak,"Siddipet(Rythu Bazar) APMC","Cluster beans","Cluster Beans","Grade A",21/04/2026,3000,4000,3400
Kerala,Pathanamthitta,"Omalloor APMC",Brinjal,Brinjal,FAQ,21/04/2026,1500,1500,1500
Kerala,Pathanamthitta,"Omalloor APMC",Banana,Palayamthodan,"Grade A",21/04/2026,1400,1400,1400
Chandigarh,Chandigarh,"Chandigarh(Grain/Fruit) APMC",Carrot,Carrot,FAQ,21/04/2026,1000,2000,1600
Chandigarh,Chandigarh,"Chandigarh(Grain/Fruit) APMC",Onion,Onion,FAQ,21/04/2026,400,1500,1200
Chandigarh,Chandigarh,"Chandigarh(Grain/Fruit) APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,500,1200,1000
Chandigarh,Chandigarh,"Chandigarh(Grain/Fruit) APMC","Peas Wet","Peas Wet",FAQ,21/04/2026,4000,6500,6000
Chandigarh,Chandigarh,"Chandigarh(Grain/Fruit) APMC",Potato,Potato,FAQ,21/04/2026,100,300,300
Chandigarh,Chandigarh,"Chandigarh(Grain/Fruit) APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,1500,2500,2000
Chandigarh,Chandigarh,"Chandigarh(Grain/Fruit) APMC",Lemon,Other,FAQ,21/04/2026,10000,16000,14000
Chandigarh,Chandigarh,"Chandigarh(Grain/Fruit) APMC",Ginger(Green),"Green Ginger",FAQ,21/04/2026,4000,6000,5000
Odisha,Kendrapara,"Chatta Krushak Bazar APMC",Cucumbar(Kheera),Cucumbar,"Grade A",21/04/2026,4000,4000,4000
"Uttar Pradesh",Mahoba,"Charkhari APMC",Wheat,Dara,FAQ,21/04/2026,2590,2590,2590
Odisha,Bargarh,"Godbhaga APMC","Pointed gourd(Parval)",Other,Local,21/04/2026,3300,3700,3500
Telangana,Mahbubnagar,"Nagarkurnool(Talkapalli) APMC",Maize,Other,Local,21/04/2026,1782,1782,1782
"Uttar Pradesh",Agra,"Khairagarh APMC",Mustard,Sarson(Black),FAQ,21/04/2026,6500,6700,6600
"Uttar Pradesh",Agra,"Khairagarh APMC",Potato,Desi,FAQ,21/04/2026,500,600,550
Tripura,Unokoti,Machmara,"Green Chilli","Green Chilly",FAQ,21/04/2026,3700,3900,3800
Assam,Kamrup,"Pamohi(Garchuk) APMC","Pointed gourd(Parval)","Pointed gourd (Parval)",FAQ,21/04/2026,4000,6000,5500
Assam,Kamrup,"Pamohi(Garchuk) APMC",Brinjal,Round,FAQ,21/04/2026,3000,3500,3200
Assam,Kamrup,"Pamohi(Garchuk) APMC",Beans,"Beans (Whole)",FAQ,21/04/2026,3000,4500,4000
Assam,Kamrup,"Pamohi(Garchuk) APMC",Tomato,Tomato,FAQ,21/04/2026,1800,2500,2000
Assam,Kamrup,"Pamohi(Garchuk) APMC",Potato,Other,FAQ,21/04/2026,1300,2200,1500
Rajasthan,Jaipur,"Bassi APMC",Barley(Jau),Other,Local,21/04/2026,2200,2331,2265
"Madhya Pradesh",Shivpuri,"Magroni(F&V) APMC","Bottle gourd","Bottle Gourd","Grade A",21/04/2026,800,1400,1100
"Madhya Pradesh",Shivpuri,"Magroni(F&V) APMC",Cucumbar(Kheera),Cucumbar,"Grade A",21/04/2026,700,1000,800
"Madhya Pradesh",Ujjain,"Ujjain APMC",Soyabean,Soyabeen,Non-FAQ,21/04/2026,5011,5011,5011
"Madhya Pradesh",Indore,"Indore APMC",Garlic,Garlic,FAQ,21/04/2026,1710,4890,3010
"Madhya Pradesh",Satna,"Satna APMC",Mahua,"Mahua Flower",FAQ,21/04/2026,4000,4000,4000
Chattisgarh,Rajnandgaon,"Rajnandgaon APMC","Bitter gourd","Bitter Gourd","Grade B",21/04/2026,2600,3000,2800
Chattisgarh,Rajnandgaon,"Rajnandgaon APMC","Green Chilli","Green Chilly","Grade B",21/04/2026,5600,6000,5800
Chattisgarh,Rajnandgaon,"Rajnandgaon APMC",Raddish,Raddish,"Grade B",21/04/2026,1700,2000,1800
Chattisgarh,Rajnandgaon,"Rajnandgaon APMC","Guar Seed(Cluster Beans Seed)",Whole,"Grade B",21/04/2026,2600,3000,2800
Chattisgarh,Rajnandgaon,"Rajnandgaon APMC",Apple,Apple,"Grade B",21/04/2026,16000,18000,17500
Chattisgarh,Rajnandgaon,"Rajnandgaon APMC",Banana,Medium,"Grade B",21/04/2026,2900,3300,3100
Chattisgarh,Rajnandgaon,"Rajnandgaon APMC",Cauliflower,Local,"Grade B",21/04/2026,1700,2000,1800
"Madhya Pradesh",Sehore,"Ashta APMC",Mustard,Mustard,FAQ,21/04/2026,6012,6012,6012
"Madhya Pradesh",Khargone,"Khargone APMC",Maize,Local,FAQ,21/04/2026,1150,1650,1650
"Madhya Pradesh",Khandwa,"Khandwa APMC",Maize,Local,FAQ,21/04/2026,1500,1720,1720
Telangana,Hyderabad,"Hyderabad (F&V) APMC","Tamarind Fruit","Tamarind Fruit","Grade Range-1",21/04/2026,9500,12000,10000
"Madhya Pradesh",Mandsaur,"Mandsaur APMC",Wheat,Wheat,Non-FAQ,21/04/2026,2286,2500,2400
"Madhya Pradesh",Indore,"Mhow APMC",Wheat,Wheat,FAQ,21/04/2026,2434,2630,2630
"Madhya Pradesh",Indore,"Mhow APMC","Bengal Gram(Gram)(Whole)",Gram,FAQ,21/04/2026,5005,5005,5005
"Madhya Pradesh",Morena,"Kailaras APMC",Wheat,Wheat,FAQ,21/04/2026,2340,2340,2340
Karnataka,Tumkur,"Madhugiri APMC",Maize,Local,Local,21/04/2026,1850,2000,1900
Karnataka,Tumkur,"Madhugiri APMC","Tender Coconut","Tender Coconut",Local,21/04/2026,18,20,19
"Madhya Pradesh",Harda,"Harda APMC",Wheat,"Mill Quality",FAQ,21/04/2026,2416,2440,2416
"Madhya Pradesh",Dhar,"Dhamnod APMC",Maize,Yellow,FAQ,21/04/2026,1471,1551,1551
"Madhya Pradesh",Dhar,"Dhamnod APMC","Bengal Gram(Gram)(Whole)",Gram,FAQ,21/04/2026,5405,5595,5595
"Madhya Pradesh",Ujjain,"Tarana APMC","Tamarind Fruit",Tamarind,FAQ,21/04/2026,4600,4800,4800
"Madhya Pradesh",Dewas,"Khategaon APMC",Mustard,Mustard,FAQ,21/04/2026,5960,6123,6123
"Madhya Pradesh",Ratlam,"A lot APMC",Wheat,Wheat,FAQ,21/04/2026,2267,2350,2350
"Madhya Pradesh",Shajapur,"Agar APMC",Lentil(Masur)(Whole),"Masur Dal",FAQ,21/04/2026,7060,8280,8280
"Madhya Pradesh",Shajapur,"Agar APMC","Kabuli Chana(Chickpeas-White)","Dollar Gram",FAQ,21/04/2026,4920,4920,4920
"Madhya Pradesh",Sehore,"Nasrullaganj APMC",Maize,Local,Non-FAQ,21/04/2026,1718,1718,1718
"Madhya Pradesh",Rajgarh,"Biaora APMC",Wheat,Wheat,FAQ,21/04/2026,2100,2435,2380
Meghalaya,"East Khasi Hills","Shillong APMC",Banana,Other,FAQ,21/04/2026,3000,5000,4000
Meghalaya,"East Khasi Hills","Shillong APMC",Pumpkin,Other,FAQ,21/04/2026,2700,2900,2800
"Madhya Pradesh",Indore,"Gautampura APMC",Wheat,Wheat,FAQ,21/04/2026,2150,2490,2490
"Madhya Pradesh",Badwani,"Badwani APMC",Wheat,"Mill Quality",FAQ,21/04/2026,2400,2400,2400
"Madhya Pradesh",Shajapur,"Nalkehda APMC",Wheat,Wheat,FAQ,21/04/2026,2250,2308,2308
Chattisgarh,Surajpur,"Surajpur APMC",Wheat,"147 Best",Non-FAQ,21/04/2026,2600,2600,2600
"Madhya Pradesh",Balaghat,"Mohgaon APMC",Paddy(Common),Common,FAQ,21/04/2026,2371,2372,2371
Kerala,Kottayam,"Kuriem  VFPCK APMC",Snakeguard,Snakeguard,"Grade A",21/04/2026,2900,3100,3000
Kerala,Kottayam,"Thrikkodithanam  VFPCK APMC",Amaranthus,Amaranthus,"Grade A",21/04/2026,3000,3000,3000
Kerala,Thirssur,"Amballur  VFPCK APMC",Banana,"Nendra Bale","Grade A",21/04/2026,3800,3800,3800
Kerala,Thirssur,"Alengad  VFPCK APMC",Banana,"Nendra Bale","Grade A",21/04/2026,2000,4000,3500
Kerala,Thirssur,"Kuzhur  VFPCK APMC",Banana,"Nendra Bale","Grade A",21/04/2026,2500,4200,3400
Kerala,Thirssur,"Marottichal  VFPCK APMC",Banana,"Nendra Bale","Grade A",21/04/2026,1000,3500,2500
Kerala,Palakad,"Alenellur  VFPCK APMC",Banana,"Nendra Bale",Local,21/04/2026,3200,3200,3200
"West Bengal","Dakshin Dinajpur","Balurghat APMC",Onion,"1st Sort",FAQ,21/04/2026,1200,1600,1400
"West Bengal","Dakshin Dinajpur","Balurghat APMC","Sweet Pumpkin",Other,FAQ,21/04/2026,1600,2000,1800
"West Bengal","Dakshin Dinajpur","Balurghat APMC",Ridgeguard(Tori),Other,FAQ,21/04/2026,3000,3800,3500
Haryana,Kurukshetra,"Ladwa APMC",Onion,Onion,Medium,21/04/2026,2500,2700,2700
Haryana,Kurukshetra,"Ladwa APMC",Pumpkin,Pumpkin,Medium,21/04/2026,2000,2500,2500
Haryana,Kurukshetra,"Ladwa APMC","Bottle gourd","Bottle Gourd",Medium,21/04/2026,2000,2500,2500
Haryana,Kurukshetra,"Shahabad APMC","Mousambi(Sweet Lime)",Mousambi,Medium,21/04/2026,3230,4800,4000
Haryana,Kurukshetra,"Shahabad APMC",Garlic,Garlic,Local,21/04/2026,3250,8550,5200
Haryana,Kurukshetra,"Shahabad APMC","Peas Wet","Peas Wet",Medium,21/04/2026,6000,6000,6000
Haryana,Sirsa,"kalanwali APMC",Wheat,Other,Local,21/04/2026,2585,2585,2585
Kerala,Kozhikode(Calicut),"Vengeri(Kozhikode) APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,21/04/2026,4200,4500,4500
Kerala,Kozhikode(Calicut),"Vengeri(Kozhikode) APMC",Drumstick,Drumstick,FAQ,21/04/2026,4200,4500,4500
Kerala,Kozhikode(Calicut),"Vengeri(Kozhikode) APMC",Snakeguard,Snakeguard,FAQ,21/04/2026,2800,3100,3100
Kerala,Ernakulam,"Ernakulam APMC",Ashgourd,Ashgourd,FAQ,21/04/2026,1800,2500,2200
Kerala,Ernakulam,"Aluva APMC","Elephant Yam(Suran)/Amorphophallus",Amorphophallus,FAQ,21/04/2026,2500,4000,3300
Kerala,Ernakulam,"Aluva APMC",Ashgourd,Ashgourd,FAQ,21/04/2026,1500,3000,2300
Kerala,Ernakulam,"Aluva APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",FAQ,21/04/2026,3000,4000,3500
Kerala,Ernakulam,"Aluva APMC","Coconut Seed","Coconut Seed",FAQ,21/04/2026,6000,7000,6500
Kerala,Ernakulam,"Aluva APMC",Tapioca,Tapioca,FAQ,21/04/2026,2000,3000,2500
Kerala,Kannur,"Thalasserry APMC","Coconut Oil",Other,FAQ,21/04/2026,27000,28000,27200
